Epoch: 0 	Training Loss: 0.326811 	Validation Loss: 0.206646 
Epoch: 0 	Training acc: 87.00 	Validation acc: 92.28 
Validation loss decreased (inf --> 0.206646).  Saving model ...
Epoch: 1 	Training Loss: 0.166971 	Validation Loss: 0.172013 
Epoch: 1 	Training acc: 94.03 	Validation acc: 93.22 
Validation loss decreased (0.206646 --> 0.172013).  Saving model ...
Epoch: 2 	Training Loss: 0.159616 	Validation Loss: 0.197437 
Epoch: 2 	Training acc: 94.09 	Validation acc: 92.32 
Epoch: 3 	Training Loss: 0.140751 	Validation Loss: 0.184665 
Epoch: 3 	Training acc: 94.52 	Validation acc: 93.12 
Epoch: 4 	Training Loss: 0.123300 	Validation Loss: 0.169794 
Epoch: 4 	Training acc: 95.15 	Validation acc: 93.52 
Validation loss decreased (0.172013 --> 0.169794).  Saving model ...
Epoch: 5 	Training Loss: 0.116715 	Validation Loss: 0.205630 
Epoch: 5 	Training acc: 95.70 	Validation acc: 92.44 
Epoch: 6 	Training Loss: 0.143147 	Validation Loss: 0.172576 
Epoch: 6 	Training acc: 94.46 	Validation acc: 93.46 
Epoch: 7 	Training Loss: 0.109122 	Validation Loss: 0.303411 
Epoch: 7 	Training acc: 95.75 	Validation acc: 89.24 
Epoch: 8 	Training Loss: 0.159052 	Validation Loss: 0.242926 
Epoch: 8 	Training acc: 94.13 	Validation acc: 91.62 
Epoch: 9 	Training Loss: 0.109605 	Validation Loss: 0.296047 
Epoch: 9 	Training acc: 95.84 	Validation acc: 90.22 
Epoch: 10 	Training Loss: 0.120637 	Validation Loss: 0.333755 
Epoch: 10 	Training acc: 95.58 	Validation acc: 89.58 
Epoch: 11 	Training Loss: 0.102647 	Validation Loss: 0.173287 
Epoch: 11 	Training acc: 96.16 	Validation acc: 94.30 
Epoch: 12 	Training Loss: 0.130303 	Validation Loss: 0.410747 
Epoch: 12 	Training acc: 94.91 	Validation acc: 87.74 
Epoch: 13 	Training Loss: 0.102354 	Validation Loss: 0.191681 
Epoch: 13 	Training acc: 96.16 	Validation acc: 93.68 
Epoch: 14 	Training Loss: 0.086880 	Validation Loss: 0.245883 
Epoch: 14 	Training acc: 96.76 	Validation acc: 92.24 
Epoch: 15 	Training Loss: 0.082377 	Validation Loss: 0.201468 
Epoch: 15 	Training acc: 96.91 	Validation acc: 93.12 
Epoch: 16 	Training Loss: 0.143066 	Validation Loss: 0.210211 
Epoch: 16 	Training acc: 95.09 	Validation acc: 93.58 
Epoch: 17 	Training Loss: 0.084748 	Validation Loss: 0.246066 
Epoch: 17 	Training acc: 96.69 	Validation acc: 92.44 
Epoch: 18 	Training Loss: 0.104207 	Validation Loss: 0.195855 
Epoch: 18 	Training acc: 96.24 	Validation acc: 93.96 
Epoch: 19 	Training Loss: 0.086454 	Validation Loss: 0.213226 
Epoch: 19 	Training acc: 96.71 	Validation acc: 93.48 
Epoch: 20 	Training Loss: 0.080639 	Validation Loss: 0.260283 
Epoch: 20 	Training acc: 96.99 	Validation acc: 92.66 
Epoch: 21 	Training Loss: 0.096616 	Validation Loss: 0.203352 
Epoch: 21 	Training acc: 96.61 	Validation acc: 94.02 
Epoch: 22 	Training Loss: 0.086958 	Validation Loss: 0.231662 
Epoch: 22 	Training acc: 96.63 	Validation acc: 92.68 
Epoch: 23 	Training Loss: 0.071699 	Validation Loss: 0.201252 
Epoch: 23 	Training acc: 97.25 	Validation acc: 94.02 
Epoch: 24 	Training Loss: 0.090264 	Validation Loss: 0.215145 
Epoch: 24 	Training acc: 96.59 	Validation acc: 93.40 
Epoch: 25 	Training Loss: 0.085808 	Validation Loss: 0.219713 
Epoch: 25 	Training acc: 96.65 	Validation acc: 93.16 
Epoch: 26 	Training Loss: 0.077512 	Validation Loss: 0.254530 
Epoch: 26 	Training acc: 96.99 	Validation acc: 92.90 
Epoch: 27 	Training Loss: 0.068363 	Validation Loss: 0.224864 
Epoch: 27 	Training acc: 97.26 	Validation acc: 93.64 
Epoch: 28 	Training Loss: 0.080414 	Validation Loss: 0.203341 
Epoch: 28 	Training acc: 97.25 	Validation acc: 94.06 
Epoch: 29 	Training Loss: 0.086248 	Validation Loss: 0.289316 
Epoch: 29 	Training acc: 96.80 	Validation acc: 92.08 
Epoch: 30 	Training Loss: 0.093306 	Validation Loss: 0.270705 
Epoch: 30 	Training acc: 96.37 	Validation acc: 92.42 
Epoch: 31 	Training Loss: 0.113705 	Validation Loss: 0.302745 
Epoch: 31 	Training acc: 96.03 	Validation acc: 91.62 
Epoch: 32 	Training Loss: 0.070025 	Validation Loss: 0.212829 
Epoch: 32 	Training acc: 97.11 	Validation acc: 94.02 
Epoch: 33 	Training Loss: 0.083407 	Validation Loss: 0.425651 
Epoch: 33 	Training acc: 97.06 	Validation acc: 90.20 
Epoch: 34 	Training Loss: 0.105566 	Validation Loss: 0.216820 
Epoch: 34 	Training acc: 96.49 	Validation acc: 94.24 
Epoch: 35 	Training Loss: 0.067556 	Validation Loss: 0.271830 
Epoch: 35 	Training acc: 97.41 	Validation acc: 92.34 
Epoch: 36 	Training Loss: 0.118598 	Validation Loss: 0.236499 
Epoch: 36 	Training acc: 96.05 	Validation acc: 93.50 
Epoch: 37 	Training Loss: 0.079308 	Validation Loss: 0.227666 
Epoch: 37 	Training acc: 97.24 	Validation acc: 93.62 
Epoch: 38 	Training Loss: 0.078031 	Validation Loss: 0.222185 
Epoch: 38 	Training acc: 97.19 	Validation acc: 93.98 
Epoch: 39 	Training Loss: 0.094856 	Validation Loss: 0.306773 
Epoch: 39 	Training acc: 96.57 	Validation acc: 92.46 
Epoch: 40 	Training Loss: 0.055016 	Validation Loss: 0.259437 
Epoch: 40 	Training acc: 97.80 	Validation acc: 93.82 
Epoch: 41 	Training Loss: 0.101960 	Validation Loss: 0.231175 
Epoch: 41 	Training acc: 96.55 	Validation acc: 94.12 
Epoch: 42 	Training Loss: 0.061378 	Validation Loss: 0.218824 
Epoch: 42 	Training acc: 97.54 	Validation acc: 94.24 
Epoch: 43 	Training Loss: 0.063913 	Validation Loss: 0.233970 
Epoch: 43 	Training acc: 97.73 	Validation acc: 93.78 
Epoch: 44 	Training Loss: 0.060732 	Validation Loss: 0.267963 
Epoch: 44 	Training acc: 97.67 	Validation acc: 93.04 
Epoch: 45 	Training Loss: 0.078619 	Validation Loss: 0.328435 
Epoch: 45 	Training acc: 97.23 	Validation acc: 92.08 
Epoch: 46 	Training Loss: 0.093616 	Validation Loss: 0.215312 
Epoch: 46 	Training acc: 96.80 	Validation acc: 94.56 
Epoch: 47 	Training Loss: 0.089022 	Validation Loss: 0.340789 
Epoch: 47 	Training acc: 96.72 	Validation acc: 91.86 
Epoch: 48 	Training Loss: 0.123073 	Validation Loss: 0.247262 
Epoch: 48 	Training acc: 95.98 	Validation acc: 93.82 
Epoch: 49 	Training Loss: 0.073278 	Validation Loss: 0.267980 
Epoch: 49 	Training acc: 97.28 	Validation acc: 93.58 
